method,combo,anchor,alpha,beta,gamma,d_src_mat,d_tgt_mat,inter_mat,path,d_int,inter_int
A,liquid_rock_impact,9fb049ed22d9,0.9,0.3,0.5,10.407721519470215,7.301968574523926,0.5876851296461751,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.3_g0.5_anchor1.wav,10.736122131347656,
A,liquid_rock_impact,9fb049ed22d9,0.9,0.3,1.0,13.547433853149414,7.709376811981201,0.6373220360256169,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.3_g1.0_anchor1.wav,13.929622650146484,
A,liquid_rock_impact,9fb049ed22d9,0.9,0.6,0.0,7.306829452514648,8.130945205688477,0.4733084666551167,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.6_g0.0_anchor1.wav,7.572726249694824,
A,liquid_rock_impact,9fb049ed22d9,0.9,0.6,0.5,10.407721519470215,7.301968574523926,0.5876851296461751,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.6_g0.5_anchor1.wav,10.736122131347656,
A,liquid_rock_impact,9fb049ed22d9,0.9,0.6,1.0,13.547433853149414,7.709376811981201,0.6373220360256169,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.6_g1.0_anchor1.wav,13.929622650146484,
A,liquid_rock_impact,9fb049ed22d9,0.9,0.9,0.0,7.306829452514648,8.130945205688477,0.4733084666551167,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.9_g0.0_anchor1.wav,7.572726249694824,
A,liquid_rock_impact,9fb049ed22d9,0.9,0.9,0.5,10.407721519470215,7.301968574523926,0.5876851296461751,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.9_g0.5_anchor1.wav,10.736122131347656,
A,liquid_rock_impact,9fb049ed22d9,0.9,0.9,1.0,13.547433853149414,7.709376811981201,0.6373220360256169,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/liquid_rock_impact_a0.9_b0.9_g1.0_anchor1.wav,13.929622650146484,
baseline_sum,wet_gravel_scrape,23510f4f2a43,,,,82.02647399902344,77.54576873779297,0.5140397389400375,/home/atorsaev/projects/tecniacustica-prospect/outputs/baseline_sum/full/wet_gravel_scrape_anchor0.wav,81.33948516845703,
baseline_interp,wet_gravel_scrape,23510f4f2a43,,,,2.4323928356170654,15.325668334960938,0.1369740092747366,/home/atorsaev/projects/tecniacustica-prospect/outputs/baseline_interp/full/wet_gravel_scrape_anchor0.wav,2.864266872406006,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.3,0.0,2.969121217727661,14.002906799316406,0.17494204078445988,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.3_g0.0_anchor0.wav,2.238266944885254,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.3,0.5,15.04378890991211,8.731457710266113,0.6327500677326976,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.3_g0.5_anchor0.wav,13.466751098632812,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.3,1.0,26.451147079467773,14.038485527038574,0.6532819730886867,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.3_g1.0_anchor0.wav,24.715566635131836,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.6,0.0,2.969121217727661,14.002906799316406,0.17494204078445988,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.6_g0.0_anchor0.wav,2.238266944885254,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.6,0.5,15.04378890991211,8.731457710266113,0.6327500677326976,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.6_g0.5_anchor0.wav,13.466751098632812,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.6,1.0,26.451147079467773,14.038485527038574,0.6532819730886867,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.6_g1.0_anchor0.wav,24.715566635131836,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.9,0.0,2.969121217727661,14.002906799316406,0.17494204078445988,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.9_g0.0_anchor0.wav,2.238266944885254,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.9,0.5,15.04378890991211,8.731457710266113,0.6327500677326976,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.9_g0.5_anchor0.wav,13.466751098632812,
A,wet_gravel_scrape,23510f4f2a43,0.3,0.9,1.0,26.451147079467773,14.038485527038574,0.6532819730886867,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.9_g1.0_anchor0.wav,24.715566635131836,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.3,0.0,9.125391960144043,10.264409065246582,0.4706284477970591,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.3_g0.0_anchor0.wav,7.749813079833984,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.3,0.5,20.150775909423828,9.435301780700684,0.6810898058132536,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.3_g0.5_anchor0.wav,18.464677810668945,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.3,1.0,31.98527717590332,18.66152000427246,0.631536029050056,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.3_g1.0_anchor0.wav,30.220853805541992,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.6,0.0,9.125391960144043,10.264409065246582,0.4706284477970591,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.6_g0.0_anchor0.wav,7.749813079833984,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.6,0.5,20.150775909423828,9.435301780700684,0.6810898058132536,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.6_g0.5_anchor0.wav,18.464677810668945,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.6,1.0,31.98527717590332,18.66152000427246,0.631536029050056,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.6_g1.0_anchor0.wav,30.220853805541992,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.9,0.0,9.125391960144043,10.264409065246582,0.4706284477970591,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.9_g0.0_anchor0.wav,7.749813079833984,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.9,0.5,20.150775909423828,9.435301780700684,0.6810898058132536,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.9_g0.5_anchor0.wav,18.464677810668945,
A,wet_gravel_scrape,23510f4f2a43,0.6,0.9,1.0,31.98527717590332,18.66152000427246,0.631536029050056,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.9_g1.0_anchor0.wav,30.220853805541992,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.3,0.0,14.521475791931152,8.172577857971191,0.6398802089442386,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.3_g0.0_anchor0.wav,12.933751106262207,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.3,0.5,26.001291275024414,13.276089668273926,0.6619914732068933,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.3_g0.5_anchor0.wav,24.251943588256836,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.3,1.0,36.83829116821289,22.94183349609375,0.6162297481723382,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.3_g1.0_anchor0.wav,35.050418853759766,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.6,0.0,14.521475791931152,8.172577857971191,0.6398802089442386,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.6_g0.0_anchor0.wav,12.933751106262207,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.6,0.5,26.001291275024414,13.276089668273926,0.6619914732068933,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.6_g0.5_anchor0.wav,24.251943588256836,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.6,1.0,36.83829116821289,22.94183349609375,0.6162297481723382,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.6_g1.0_anchor0.wav,35.050418853759766,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.9,0.0,14.521475791931152,8.172577857971191,0.6398802089442386,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.9_g0.0_anchor0.wav,12.933751106262207,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.9,0.5,26.001291275024414,13.276089668273926,0.6619914732068933,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.9_g0.5_anchor0.wav,24.251943588256836,
A,wet_gravel_scrape,23510f4f2a43,0.9,0.9,1.0,36.83829116821289,22.94183349609375,0.6162297481723382,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.9_g1.0_anchor0.wav,35.050418853759766,
baseline_sum,wet_gravel_scrape,72e40b413bdb,,,,81.34469604492188,77.02361297607422,0.5136425118590093,/home/atorsaev/projects/tecniacustica-prospect/outputs/baseline_sum/full/wet_gravel_scrape_anchor1.wav,80.67145538330078,
baseline_interp,wet_gravel_scrape,72e40b413bdb,,,,1.9409210681915283,15.787199020385742,0.10948262186765285,/home/atorsaev/projects/tecniacustica-prospect/outputs/baseline_interp/full/wet_gravel_scrape_anchor1.wav,2.837022066116333,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.3,0.0,2.3293354511260986,14.410826683044434,0.13914652870847893,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.3_g0.0_anchor1.wav,1.8587079048156738,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.3,0.5,14.584620475769043,8.772506713867188,0.6244184208414104,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.3_g0.5_anchor1.wav,13.018238067626953,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.3,1.0,26.059743881225586,13.57029914855957,0.6575754626605382,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.3_g1.0_anchor1.wav,24.309131622314453,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.6,0.0,2.3293354511260986,14.410826683044434,0.13914652870847893,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.6_g0.0_anchor1.wav,1.8587079048156738,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.6,0.5,14.584620475769043,8.772506713867188,0.6244184208414104,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.6_g0.5_anchor1.wav,13.018238067626953,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.6,1.0,26.059743881225586,13.57029914855957,0.6575754626605382,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.6_g1.0_anchor1.wav,24.309131622314453,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.9,0.0,2.3293354511260986,14.410826683044434,0.13914652870847893,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.9_g0.0_anchor1.wav,1.8587079048156738,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.9,0.5,14.584620475769043,8.772506713867188,0.6244184208414104,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.9_g0.5_anchor1.wav,13.018238067626953,
A,wet_gravel_scrape,72e40b413bdb,0.3,0.9,1.0,26.059743881225586,13.57029914855957,0.6575754626605382,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.3_b0.9_g1.0_anchor1.wav,24.309131622314453,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.3,0.0,8.696090698242188,10.491475105285645,0.4532148990045473,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.3_g0.0_anchor1.wav,7.351173400878906,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.3,0.5,19.764047622680664,9.162629127502441,0.6832463954530246,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.3_g0.5_anchor1.wav,18.072824478149414,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.3,1.0,31.43503761291504,17.987895965576172,0.6360415162801968,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.3_g1.0_anchor1.wav,29.65589141845703,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.6,0.0,8.696090698242188,10.491475105285645,0.4532148990045473,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.6_g0.0_anchor1.wav,7.351173400878906,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.6,0.5,19.764047622680664,9.162629127502441,0.6832463954530246,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.6_g0.5_anchor1.wav,18.072824478149414,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.6,1.0,31.43503761291504,17.987895965576172,0.6360415162801968,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.6_g1.0_anchor1.wav,29.65589141845703,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.9,0.0,8.696090698242188,10.491475105285645,0.4532148990045473,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.9_g0.0_anchor1.wav,7.351173400878906,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.9,0.5,19.764047622680664,9.162629127502441,0.6832463954530246,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.9_g0.5_anchor1.wav,18.072824478149414,
A,wet_gravel_scrape,72e40b413bdb,0.6,0.9,1.0,31.43503761291504,17.987895965576172,0.6360415162801968,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.6_b0.9_g1.0_anchor1.wav,29.65589141845703,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.3,0.0,14.095273971557617,8.299728393554688,0.6293937254896798,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.3_g0.0_anchor1.wav,12.524032592773438,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.3,0.5,25.640369415283203,12.855778694152832,0.6660502588915456,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.3_g0.5_anchor1.wav,23.877628326416016,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.3,1.0,36.18849563598633,22.180267333984375,0.6199976458981052,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.3_g1.0_anchor1.wav,34.388755798339844,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.6,0.0,14.095273971557617,8.299728393554688,0.6293937254896798,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.6_g0.0_anchor1.wav,12.524032592773438,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.6,0.5,25.640369415283203,12.855778694152832,0.6660502588915456,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.6_g0.5_anchor1.wav,23.877628326416016,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.6,1.0,36.18849563598633,22.180267333984375,0.6199976458981052,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.6_g1.0_anchor1.wav,34.388755798339844,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.9,0.0,14.095273971557617,8.299728393554688,0.6293937254896798,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.9_g0.0_anchor1.wav,12.524032592773438,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.9,0.5,25.640369415283203,12.855778694152832,0.6660502588915456,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.9_g0.5_anchor1.wav,23.877628326416016,
A,wet_gravel_scrape,72e40b413bdb,0.9,0.9,1.0,36.18849563598633,22.180267333984375,0.6199976458981052,/home/atorsaev/projects/tecniacustica-prospect/outputs/method_a/full/wet_gravel_scrape_a0.9_b0.9_g1.0_anchor1.wav,34.388755798339844,
