epoch,loss_total,loss_material,loss_interaction,loss_modifiers,f1_material,f1_interaction,r2_modifiers
18,4.012770593166351,1.7620948255062103,1.6370285153388977,1.2272945195436478,0.25721883521119515,0.2388458067387833,0.1096702441573143
19,4.00345794359843,1.743833601474762,1.6502634088198345,1.218721826871236,0.1562233589087809,0.2286838624338624,0.13253377377986908
20,3.9340364734331765,1.7268088360627492,1.6049860815207164,1.2044832110404968,0.2175700280112045,0.2575262308313156,0.12624940276145935
21,4.000144461790721,1.749232918024063,1.6356308460235596,1.2305613905191422,0.24094735720375104,0.254784892880972,0.11948476731777191
22,3.9209205309549966,1.7047937115033467,1.602989286184311,1.2262750267982483,0.24004733955210844,0.2690586419753086,0.1176004409790039
23,3.895334482192993,1.7136496404806774,1.5543627738952637,1.2546441654364269,0.1761760752688172,0.2791320749791144,-0.006277406122535467
24,3.98175456126531,1.7208638787269592,1.5992384950319927,1.3233044544855754,0.15942460317460316,0.15258097165991902,0.0695020779967308
25,4.067873438199361,1.780420958995819,1.6291489402453105,1.3166071673234303,0.18370643665950218,0.14858600828995563,0.11502621322870255
26,3.8264869451522827,1.6802691419919331,1.5341304739316304,1.2241747478644054,0.2763839304536979,0.2284376641550937,0.10541955381631851
27,3.8962133328119912,1.6920510331789653,1.5893501937389374,1.2296242415904999,0.1313590728387575,0.1956145966709347,0.05513039976358414
28,3.9376607139905295,1.7621258596579235,1.5693171719710033,1.2124354143937428,0.17177549566854017,0.25265700483091785,0.13342569768428802
29,3.8583221435546875,1.703033943970998,1.5589339236418407,1.192708561817805,0.1802334855569836,0.31735906912793704,0.13110825419425964
30,3.8741981188456216,1.7269737720489502,1.5318743884563446,1.2306999464829762,0.18481502265208627,0.21679538510524426,0.1311955600976944
31,3.8536271850268045,1.7028717994689941,1.5367234845956166,1.2280637721220653,0.1638074888074888,0.23314007544061283,0.05024313926696777
32,3.8741458654403687,1.6887258489926655,1.5502643585205078,1.2703112661838531,0.21210748792270534,0.21467086834733892,0.09180325269699097
33,3.794861157735189,1.7124900221824646,1.4732732276121776,1.2181957910458248,0.13915270018621972,0.24603493353493355,0.13262435793876648
34,3.8426284392674765,1.6953154901663463,1.539325127998988,1.2159756819407146,0.17588617265087855,0.2096655049979858,0.04571659490466118
35,3.8546480536460876,1.6743949751059215,1.534025381008784,1.292455385128657,0.22783513206128855,0.16188230008984725,0.13084396719932556
36,3.9179015159606934,1.711446354786555,1.5979082584381104,1.2170939842859905,0.31471659960757714,0.30270709163717635,0.10474042594432831
37,3.8174214164415994,1.657001922527949,1.555496762196223,1.2098455329736073,0.26490564419757456,0.26069001332159225,0.11669903993606567
38,3.749281863371531,1.6588946282863617,1.493146946032842,1.194480429093043,0.3078428292137969,0.2415295567061816,0.13189013302326202
39,3.8280592560768127,1.700641930103302,1.5394997596740723,1.1758349786202114,0.16680724398940716,0.18037760850260848,0.08214501291513443
40,3.8062923550605774,1.6464022795359294,1.5453594128290813,1.2290612558523815,0.29745254745254746,0.23796099733599735,0.13203027844429016
41,3.908180832862854,1.661500612894694,1.6234844028949738,1.246391663948695,0.1653996983408748,0.24758403361344536,0.13012488186359406
42,3.772842983404795,1.6996126572291057,1.4745916922887166,1.1972772528727849,0.16908163675405055,0.2126519055157115,0.11219724267721176
43,3.7176433205604553,1.656759927670161,1.4830667674541473,1.1556333005428314,0.19672059558831415,0.2276495083863505,0.14567287266254425
44,3.8124751647313437,1.714906096458435,1.49826447168986,1.1986091037591298,0.25523328014788654,0.21829348249226546,0.15395265817642212
45,3.95124351978302,1.7248981197675068,1.5969144403934479,1.2588619490464528,0.15390581232492997,0.25519835307609673,0.07514544576406479
46,3.845045546690623,1.6822526653607686,1.553017387787501,1.2195510864257812,0.36637146250149344,0.23412908707026356,0.11228816211223602
47,3.7795405785242715,1.6414517958958943,1.532523383696874,1.2111307084560394,0.26829313668566196,0.2690690938422336,0.1181153804063797
48,3.7571680545806885,1.6749242742856343,1.4801258246103923,1.2042359660069148,0.21941873915558124,0.27996180442417,0.13867804408073425
49,3.7578784426053367,1.6423843105634053,1.5088978111743927,1.2131926914056141,0.26576531576531576,0.2258293628456167,0.1513235718011856
50,3.712132235368093,1.6096974710623424,1.5158388117949169,1.1731918652852376,0.31910497270292176,0.2838649096002037,0.06653332710266113
51,3.7212905287742615,1.6531727015972137,1.4676074783007305,1.2010206480820973,0.3133103797577481,0.30068611943611945,0.13351528346538544
52,3.682215770085653,1.6611206034819286,1.4287215868632,1.1847471346457799,0.30302811753040587,0.2154856026773835,0.12028614431619644
53,3.719135860602061,1.6613056063652039,1.4681837558746338,1.1792930364608765,0.34037673071710073,0.2515956327800406,0.1395646035671234
54,3.674565772215525,1.621890664100647,1.4631128410498302,1.179124653339386,0.22806991518321096,0.275488801462052,0.1530720293521881
55,3.678899606068929,1.5850097040335338,1.5061083336671193,1.1755630473295848,0.35342101210654486,0.20535124912288316,0.12691912055015564
56,3.709363639354706,1.6040942470232646,1.5027451713879902,1.2050483922163646,0.30697716149396825,0.22374159509631408,0.0752912163734436
57,3.8137805660565696,1.6529244184494019,1.5656869908173878,1.1903383433818817,0.309077722531921,0.24650234189707873,0.08819945901632309
58,3.7260197599728904,1.628900816043218,1.515821288029353,1.1625952422618866,0.323725359105639,0.20116133866133867,0.15554168820381165
59,3.677593946456909,1.6456846793492634,1.4605661928653717,1.1426861385504405,0.3046126910248932,0.22820897639996252,0.1262369602918625
60,3.6942891478538513,1.6157320042451222,1.4941129783789318,1.1688883205254872,0.32780198301687913,0.19311128406164724,0.14717310667037964
61,3.647978643576304,1.5970901449521382,1.4510838786760967,1.1996092796325684,0.3206981629861247,0.213752873340252,0.1359606683254242
62,3.7221469481786094,1.6823329428831737,1.462546815474828,1.1545343448718388,0.26756566292661554,0.2437328817016317,0.11320316791534424
63,3.805238644282023,1.679802676041921,1.5416621168454487,1.167547732591629,0.2711770124716553,0.21494430761720917,0.15175902843475342
64,3.689229150613149,1.644862174987793,1.4732079704602559,1.1423180053631465,0.262699740808933,0.20896945613370294,0.133464515209198
65,3.6242857575416565,1.601847489674886,1.421487033367157,1.2019023895263672,0.25273870298399315,0.26658089233390436,0.13950467109680176
66,3.634517550468445,1.579616556564967,1.4844948450724285,1.1408122976620991,0.31746161536175654,0.24713446275946274,0.16357988119125366
67,3.710688591003418,1.6129002769788106,1.5196365515391033,1.156303678949674,0.3294272844272844,0.2365056137300529,0.13290350139141083
68,3.7958688537279763,1.6159834762414296,1.5540134211381276,1.2517437239487965,0.3871420203240103,0.26451223373450117,0.07622774690389633
69,3.6738115350405374,1.5934861799081166,1.47354723016421,1.2135562251011531,0.1563412852969815,0.2609592069150892,0.11916317790746689
70,3.65385764837265,1.5873122612635295,1.4683315455913544,1.1964277823766072,0.28883959954953303,0.23837751950809277,0.12500491738319397
71,3.7131652434666953,1.604604681332906,1.515485167503357,1.1861508389314015,0.21251153477566015,0.28461047287077523,0.15048210322856903
72,3.655294716358185,1.6133156716823578,1.4674734473228455,1.1490110754966736,0.31020722128121925,0.25844155844155847,0.16886450350284576
73,3.5294816295305886,1.5747588674227397,1.3864096601804097,1.136626422405243,0.36247870360352885,0.26780677655677654,0.16172678768634796
74,3.6981977820396423,1.5745010773340862,1.546004484097163,1.1553845504919689,0.303386550844051,0.2054061435640383,0.15243135392665863
75,3.6143426497777305,1.536456783612569,1.5088757475217183,1.1380201876163483,0.33593074703370784,0.25734830575256107,0.16127526760101318
76,3.655625323454539,1.5637532472610474,1.5059460699558258,1.171851967771848,0.3225448662948663,0.3030582162935104,0.13293804228305817
77,3.6610787908236184,1.561384121576945,1.5093054473400116,1.180778483549754,0.3043808929321391,0.22923751907564857,0.15776661038398743
78,3.604271411895752,1.5461273491382599,1.4795798758665721,1.1571283638477325,0.34985534478644714,0.2943519024233871,0.13758471608161926
79,3.5493603944778442,1.548133869965871,1.414232571919759,1.1739878505468369,0.35377995180002475,0.31209697042331275,0.1365879476070404
80,3.5580827593803406,1.5205680032571156,1.4544468820095062,1.1661357631285985,0.24835417393821654,0.3155065915837262,0.1001623123884201
81,3.5435951153437295,1.5374659101168315,1.414686103661855,1.1828862726688385,0.3340678373631813,0.2920406538849958,0.09427861124277115
82,3.5718085368474326,1.5189134279886882,1.435351550579071,1.2350871960322063,0.26393823649152964,0.2801949802703806,0.08288262784481049
83,3.6029632886250815,1.5829433401425679,1.4024714132150014,1.2350971798102062,0.3333260193730474,0.25452798663324977,0.1557508111000061
84,3.5910680095354715,1.5299518803755443,1.4528038899103801,1.2166244685649872,0.3880086225802043,0.18161642221977928,0.1202053427696228
85,3.5933629870414734,1.4961412250995636,1.4613209664821625,1.2718017001946766,0.2376172061958839,0.2644034706652536,-0.007850373163819313
86,3.5479352474212646,1.512280136346817,1.3993075489997864,1.2726950844128926,0.3259079731432293,0.23745406658081675,0.11538419872522354
87,3.5840492645899453,1.5761425197124481,1.4223329524199169,1.1711475898822148,0.2788657999184315,0.2348449988742542,0.14962461590766907
88,3.5411352117856345,1.5131482382615407,1.4092921515305836,1.2373896340529125,0.4062060711436039,0.2447302869378107,0.02306004799902439
89,3.5103095173835754,1.5034958024819691,1.3983366290728252,1.2169542809327443,0.3531702696202374,0.2708949964763918,0.14463503658771515
90,3.462592879931132,1.4885847965876262,1.3953771491845448,1.1572617789109547,0.34152936409939805,0.23679136750783092,0.1612730771303177
91,3.486450751622518,1.525075763463974,1.3951189418633778,1.1325120429197948,0.4691032679805196,0.21430841035601872,0.14276258647441864
92,3.5279496709505715,1.5270758867263794,1.4249211649099986,1.1519053081671398,0.3783483916758469,0.22755020080321287,0.1700303703546524
93,3.5682868162790933,1.4747991561889648,1.509441653887431,1.1680920322736104,0.2741882198501161,0.2266892531405954,0.12601807713508606
94,3.6267929673194885,1.5556735495726268,1.4629532794157665,1.2163323660691578,0.4338942492022202,0.32012478316826143,0.10068266093730927
95,3.494747738043467,1.5222530861695607,1.3941343128681183,1.1567207475503285,0.3833853001218881,0.22720824530504713,0.10827511548995972
96,3.5694093306859336,1.506583333015442,1.4782163004080455,1.1692194044589996,0.46188952366961633,0.24538033278093863,0.13098296523094177
97,3.5580447713534036,1.479363928238551,1.494134783744812,1.169092208147049,0.41915676287492926,0.21679784179784178,0.16012747585773468
98,3.5241112311681113,1.488324612379074,1.4591875970363617,1.153198003768921,0.23486129526078797,0.17060009341888538,0.08434604108333588
99,3.6968807578086853,1.6412252485752106,1.4502666493256886,1.210777759552002,0.23045375218150088,0.28427231211516385,0.038604091852903366
100,3.636340916156769,1.6071170369784038,1.4180218478043873,1.2224041372537613,0.2773530248820946,0.27026607373985817,0.09607547521591187
101,3.5555917819341025,1.5515084167321522,1.4075208405653636,1.1931249896685283,0.33553191301995133,0.30012641187286576,0.0551031120121479
102,3.6057790716489158,1.548578788836797,1.4601559042930603,1.1940888265768688,0.30777887571365836,0.28803712134634,0.13818956911563873
103,3.464982032775879,1.5220263600349426,1.3729337056477864,1.1400440533955891,0.2737575236475078,0.21873885918003566,0.13897570967674255
104,3.6218292315800986,1.5664672652880351,1.4605238536993663,1.1896762152512868,0.24285201388924507,0.22444326506826506,0.15196260809898376
105,3.5786184072494507,1.587807983160019,1.396271636088689,1.1890776753425598,0.34503019352012637,0.2274745202233344,0.09644323587417603
106,3.4694623748461404,1.4816963970661163,1.3951514760653179,1.185228963692983,0.4362727927600718,0.2688034188034188,0.13218718767166138
107,3.4874340693155923,1.4620368282000225,1.432945430278778,1.1849035620689392,0.3974514840270201,0.30959514519297127,0.15509259700775146
108,3.516218423843384,1.5146659910678864,1.417320966720581,1.1684630066156387,0.4552799187618618,0.2533025073518031,0.09162954986095428
109,3.5256709853808084,1.5309444864590962,1.4242684543132782,1.1409160296122234,0.5307323482982191,0.24846744833994067,0.15813925862312317
110,3.427298982938131,1.493337482213974,1.3666367431481679,1.1346495151519775,0.2861340167310728,0.3041246215085225,0.1003960520029068
111,3.4865617752075195,1.4946593443552654,1.411209801832835,1.1613853176434834,0.45328645490719255,0.28927803379416284,0.16439911723136902
112,3.4963325659434,1.499655415614446,1.4162386258443196,1.1608769943316777,0.26407163742690054,0.278734756097561,0.16729559004306793
113,3.5873696406682334,1.5329403380552928,1.4491436282793682,1.2105712592601776,0.41015093991302937,0.22692815414784506,0.13460829854011536
114,3.49407559633255,1.5411560833454132,1.3887146810690563,1.1284096936384838,0.42169533742700616,0.2825997319027895,0.10182330757379532
115,3.5138428012530007,1.4565869669119518,1.4512120932340622,1.2120873232682545,0.48823361323361325,0.2240639508629327,0.13410845398902893
116,3.4817928075790405,1.46102241675059,1.4247051278750102,1.1921305408080418,0.36271606640387055,0.20972126321937398,0.10701950639486313
117,3.49093367656072,1.481662114461263,1.4316107034683228,1.1553216874599457,0.4406719330872682,0.234767316017316,0.10332508385181427
118,3.4989808003107705,1.4902909298737843,1.4340365827083588,1.1493066996335983,0.3152743214868963,0.28519314702625237,0.11336138099431992
119,3.5034881234169006,1.4677263696988423,1.4527703722318013,1.1659827828407288,0.4650990090138523,0.27661505038256917,0.09007970243692398
120,3.436457872390747,1.444462736447652,1.3939254581928253,1.1961394449075062,0.3920253072472699,0.2157704695834669,0.13768890500068665
121,3.4278255899747214,1.4727884034315746,1.3886770606040955,1.132720376054446,0.38892307813997323,0.22182078889395962,0.14642855525016785
122,3.482995390892029,1.4452982942263286,1.4527622361977894,1.1698697060346603,0.4242309958286925,0.27153897849462366,0.15342791378498077
123,3.483391265074412,1.4471101760864258,1.4478350281715393,1.176892136534055,0.42633303049662663,0.1951377543081651,0.15701249241828918
124,3.404197037220001,1.457362522681554,1.3716946641604106,1.1502797206242878,0.35993628814197093,0.28130164854302786,0.1694469153881073
125,3.3944288889567056,1.464143564303716,1.3621286352475483,1.1363134533166885,0.27814161604858617,0.20359562312687313,0.14013569056987762
126,3.5083415309588113,1.452578326066335,1.4749394953250885,1.1616473893324535,0.24567290087741067,0.22087771099867873,0.15303175151348114
127,3.5578858455022178,1.5319001376628876,1.4472586810588837,1.1574541529019673,0.4778746930731455,0.2899963924963925,0.17216089367866516
128,3.40720929702123,1.4443617363770802,1.3872288564840953,1.151237388451894,0.37225479913551995,0.263988246390481,0.08451372385025024
129,3.518069267272949,1.5286042193571727,1.416266659895579,1.1463968058427174,0.25889550264550265,0.21781399350408512,0.10419746488332748
130,3.4545515974362693,1.4886560638745625,1.3948617974917095,1.1420674324035645,0.446754023023432,0.2911010015620708,0.1509801149368286
131,3.386575678984324,1.4365505576133728,1.379262387752533,1.1415254374345143,0.43597076076439284,0.2840644504010841,0.1642332673072815
132,3.3033281366030374,1.4087758858998616,1.3413438498973846,1.1064168562491734,0.4424840510366826,0.21356522615521845,0.16805705428123474
133,3.3166771729787192,1.3774728775024414,1.3713547587394714,1.1356991430123646,0.48248390317225287,0.19700835799907004,0.012730705551803112
134,3.3565878669420877,1.3999476234118144,1.381966729958852,1.1493469774723053,0.5200239516096293,0.21399753730262205,0.16015483438968658
135,3.3908455769220986,1.4348260561625164,1.380742480357488,1.1505540907382965,0.31841855960214194,0.25114937100790274,0.15057748556137085
136,3.4162946343421936,1.5264189143975575,1.3214954137802124,1.1367606619993846,0.20424698155224327,0.2584398462058037,0.16779851913452148
137,3.399644414583842,1.4652252793312073,1.3759485483169556,1.1169410645961761,0.4761167723383508,0.24563942818506715,0.15862469375133514
138,3.4046808878580728,1.4560458262761433,1.3833582202593486,1.1305536776781082,0.46165502246203205,0.27803886036444175,0.09590774774551392
139,3.328775684038798,1.4134278893470764,1.3669838110605876,1.0967278132836025,0.4603373784565964,0.17409514721331373,0.11704113334417343
140,3.4179240266482034,1.4314595262209575,1.4205682873725891,1.131792351603508,0.4485391388384515,0.2803126710454297,0.16990895569324493
141,3.4148968855539956,1.4084386229515076,1.4360359609127045,1.1408446033795674,0.42961141754372,0.263802097754937,0.17474843561649323
142,3.2684952219327292,1.3877732853094737,1.3072010378042858,1.1470418721437454,0.49762239065135083,0.2589486893081245,0.14721769094467163
143,3.2578499913215637,1.384206344683965,1.3134945333003998,1.1202981422344844,0.5470331012615883,0.2909031133595087,0.1760473996400833
144,3.261861503124237,1.359707276026408,1.349657158056895,1.1049941132466,0.49886866867780305,0.2939349129063347,0.18173286318778992
145,3.236346185207367,1.3728503286838531,1.3079365094502766,1.111118624607722,0.4310343485050919,0.21663388668051417,0.16780562698841095
146,3.358179052670797,1.4213646749655406,1.3670938313007355,1.1394410332043965,0.5049685147902465,0.23857598580205147,0.14004838466644287
147,3.303958078225454,1.4090126752853394,1.313949465751648,1.161991889278094,0.3705421953363714,0.23278966131907308,0.16000835597515106
148,3.397987206776937,1.4533976018428802,1.3268401523431141,1.2354989349842072,0.43681942718580646,0.26126948677526707,0.13939593732357025
149,3.328692078590393,1.397003213564555,1.3691195448239644,1.1251386205355327,0.353681460540215,0.20821723813527093,0.15237189829349518
150,3.3340054551760354,1.3861589928468068,1.3842751781145732,1.127142573396365,0.37245906054729583,0.22994880179901808,0.1336628496646881
151,3.323567807674408,1.4287680089473724,1.3352741499741871,1.1190512875715892,0.39580922364890225,0.27161233069703017,0.1558794528245926
152,3.258113066355387,1.3636965453624725,1.3337591290473938,1.12131467461586,0.4661961616970761,0.18956468073843435,0.16044071316719055
153,3.2978663643201194,1.4016530712445576,1.3289064566294353,1.1346137622992198,0.4060542333831349,0.3075550203943869,0.0994105115532875
154,3.339724282423655,1.3945999046166737,1.383708377679189,1.1228319356838863,0.3808058703102813,0.24136249147442063,0.16810032725334167
155,3.296514928340912,1.3851752777894337,1.3271637856960297,1.1683516601721446,0.2848513094048808,0.27201284466486503,0.11044760793447495
156,3.345267732938131,1.4685601095358531,1.2891232868035634,1.1751687228679657,0.28420865913793714,0.2874068570406554,0.10147903859615326
157,3.3806026577949524,1.4714957575003307,1.335670272509257,1.1468732555707295,0.3520655923422563,0.2633936980548372,0.12226217985153198
158,3.3356510599454245,1.430165946483612,1.3352597157160442,1.1404507954915364,0.4877178401598544,0.2684895370017367,0.119145467877388
159,3.246411124865214,1.352373371521632,1.3219145039717357,1.1442464490731556,0.4054960062232683,0.23752389788574,0.141816645860672
160,3.2839345932006836,1.399817407131195,1.309789737065633,1.148654858271281,0.40897593249112163,0.2618808962264151,0.12221337854862213
161,3.2049158215522766,1.3331386347611744,1.283504421512286,1.1765455802281697,0.5542445712182554,0.2859362677785155,0.14759954810142517
162,3.154580275217692,1.3236140708128612,1.2724002599716187,1.1171318640311558,0.46997398373644517,0.2980457042957043,0.17009757459163666
163,3.1964480876922607,1.3355685571829479,1.3087294648091,1.1043001264333725,0.42262220520572724,0.38551204770072695,0.12214416265487671
164,3.207371493180593,1.392402668793996,1.2435519695281982,1.142833689848582,0.44579293321648866,0.32756798116444674,0.13075023889541626
165,3.3057877818743386,1.4198053379853566,1.3353347579638164,1.1012953221797943,0.34450085697827393,0.323341845360194,0.12998084723949432
166,3.285536229610443,1.3624071876207988,1.363978425661723,1.1183012177546818,0.30385671647828394,0.2637965721724399,0.15131887793540955
167,3.420579731464386,1.518170694510142,1.3459742267926533,1.1128696749607723,0.20616135240748246,0.2501111388444642,0.11045477539300919
168,3.2762800057729087,1.4261831939220428,1.2830317318439484,1.1341302394866943,0.491069530461052,0.20617821119246635,0.1849290281534195
169,3.2675840854644775,1.3812070488929749,1.3288349211215973,1.115084206064542,0.44142127446621654,0.2169960259708026,0.16142597794532776
170,3.329261223475138,1.3623313307762146,1.4031768540541332,1.1275060772895813,0.5086300719398262,0.2064576505365979,0.16004692018032074
171,3.35531618197759,1.3888412415981293,1.4061012069384258,1.1207473973433177,0.39314855875831484,0.2460665761745702,0.17039765417575836
172,3.2290724913279214,1.3668847878774006,1.3123135169347127,1.099748323361079,0.5150638466002839,0.2980102479135984,0.15548917651176453
173,3.1796353856722512,1.3323934078216553,1.2682689428329468,1.1579460948705673,0.4583939306035495,0.2817174551217104,0.12299306690692902
174,3.223057508468628,1.3160019218921661,1.3428171575069427,1.1284767339626949,0.5129720279067288,0.2702030656637933,0.12670405209064484
175,3.169011354446411,1.3205701510111492,1.295274684826533,1.106333151459694,0.44955296772686776,0.27858269181798595,0.15210512280464172
176,3.2927152117093406,1.4175747831662495,1.298088530699412,1.154103845357895,0.3417527432794727,0.3223599244885717,0.10849335044622421
177,3.338169793287913,1.4342899719874065,1.2881556799014409,1.2314481834570568,0.5139948211546961,0.25149585200382607,0.018486034125089645
178,3.167384604612986,1.353322833776474,1.2390377273162205,1.1500481516122818,0.49602439281167476,0.2669172932330827,0.1578713357448578
179,3.1534796953201294,1.3685867885748546,1.2463382184505463,1.077109267314275,0.5345679642947949,0.26664544346007346,0.17633920907974243
180,3.217836618423462,1.3570267955462139,1.292942484219869,1.1357346773147583,0.4538412277657495,0.26966277507576625,0.1234273761510849
181,3.2503236730893454,1.3721221486727397,1.29945906996727,1.157484879096349,0.4005874176255039,0.26540787619134587,0.06993255764245987
182,3.254465341567993,1.3846186995506287,1.277460386355718,1.1847724914550781,0.4034689950607403,0.2386382716999907,0.07003916800022125
183,3.2441545128822327,1.4022455016771953,1.2614931464195251,1.1608317643404007,0.21875534550729211,0.27950375773651637,0.1559874564409256
184,3.242208739121755,1.3728718260924022,1.3074427445729573,1.123788371682167,0.3631485414380151,0.32480764717210503,0.15863722562789917
185,3.152178684870402,1.3677218457063038,1.238141268491745,1.0926310966412227,0.3299704062415927,0.2724695407685098,0.16856320202350616
186,3.2379732728004456,1.3417637646198273,1.3258119573195775,1.1407950619856517,0.4411564881326305,0.3017606776594304,0.13609302043914795
187,3.159973978996277,1.3335910042126973,1.269805669784546,1.11315456032753,0.41168849221323,0.2832696018840597,0.18541434407234192
188,3.2429794669151306,1.3749595284461975,1.3047914405663807,1.1264569908380508,0.4373773585284491,0.2129695647163887,0.14335837960243225
189,3.2043102979660034,1.3146023253599803,1.3183181881904602,1.142779529094696,0.3058178142499263,0.2766196013289037,0.1465979516506195
190,3.1788860162099204,1.341927667458852,1.2703416744867961,1.1332331945498784,0.4468485813352854,0.2828484869752371,0.17644865810871124
191,3.171534260114034,1.3115125993887584,1.2883786310752232,1.1432861338059108,0.3503960675179163,0.29556722953401326,0.1637663096189499
192,3.3331675926844277,1.3947739899158478,1.3578810095787048,1.1610251466433208,0.4599308038452775,0.2478790964711695,0.16711419820785522
193,3.1959909200668335,1.4208946228027344,1.2385961413383484,1.0730003813902538,0.33410036610164484,0.3132323854306613,0.1861104667186737
194,3.2860161662101746,1.3995140393575032,1.3455854654312134,1.0818333725134532,0.4830572382522586,0.24193257722669487,0.07235393673181534
195,3.2737019260724387,1.3527951339880626,1.327792579929034,1.1862283100684483,0.4377117886365628,0.23064034958621796,0.09084536880254745
196,3.203430414199829,1.3214594920476277,1.2818379004796345,1.2002660632133484,0.4406187354113146,0.2269946459072395,0.13254153728485107
197,3.3005677461624146,1.3126380542914073,1.422500193119049,1.1308589925368626,0.5368556582227929,0.28677055229216086,0.1267758309841156
198,3.2808318932851157,1.3271744151910145,1.3754034638404846,1.1565079987049103,0.5054058356689936,0.26832090265825204,0.1479138731956482
199,3.134781320889791,1.312283883492152,1.2516547342141469,1.1416855454444885,0.403973037378341,0.2903598684420602,0.11516699939966202
